ngay_ky,available_from,gia,nguon,gia_lag1,gia_ret,outlier_flag,diesel_current,diesel_lag1m,diesel_lag2m,diesel_lag3m,diesel_chg_1m,diesel_chg_3m
2025-05-08,2025-05-08,16800,luatvietnam,17350.0,-0.03170028818443804,0,16800,18470.0,18330.0,19050.0,-0.09041689225771521,-0.11811023622047245
2025-05-15,2025-05-15,17220,luatvietnam,16800.0,0.02499999999999991,0,17220,17240.0,17890.0,19070.0,-0.001160092807424573,-0.09701101206082852
2025-05-22,2025-05-22,17400,luatvietnam,17220.0,0.010452961672473782,0,17400,17030.0,17890.0,19060.0,0.02172636523781568,-0.08709338929695698
2025-05-29,2025-05-29,17130,luatvietnam,17400.0,-0.01551724137931032,0,17130,17520.0,18210.0,18950.0,-0.022260273972602773,-0.09604221635883903
2025-06-05,2025-06-05,17420,luatvietnam,17130.0,0.016929363689433652,0,17420,17350.0,18470.0,18950.0,0.004034582132564912,-0.08073878627968334
2025-06-12,2025-06-12,17700,luatvietnam,17420.0,0.016073478760045834,0,17700,16800.0,17240.0,18330.0,0.0535714285714286,-0.03436988543371522
2025-06-19,2025-06-19,19150,luatvietnam,17700.0,0.08192090395480234,0,19150,17220.0,17030.0,17890.0,0.11207897793263655,0.07043040804918954
2025-06-26,2025-06-26,19340,luatvietnam,19150.0,0.00992167101827679,0,19340,17400.0,17520.0,17890.0,0.11149425287356318,0.08105086640581338
2025-07-03,2025-07-03,18400,luatvietnam,19340.0,-0.04860392967942084,0,18400,17130.0,17520.0,18470.0,0.0741389375364856,-0.0037899296155928797
2025-07-10,2025-07-10,18830,luatvietnam,18400.0,0.023369565217391308,0,18830,17420.0,16800.0,17240.0,0.08094144661308844,0.09222737819025517
2025-07-17,2025-07-17,18790,luatvietnam,18830.0,-0.0021242697822623224,0,18790,17700.0,17220.0,17030.0,0.06158192090395476,0.10334703464474448
2025-07-24,2025-07-24,19120,luatvietnam,18790.0,0.01756253326237367,0,19120,19150.0,17400.0,17520.0,-0.0015665796344647154,0.091324200913242
2025-07-31,2025-07-31,19060,luatvietnam,19120.0,-0.003138075313807498,0,19060,19340.0,17130.0,17520.0,-0.014477766287487093,0.08789954337899553
2025-08-07,2025-08-07,18800,luatvietnam,19060.0,-0.01364113326337879,0,18800,18400.0,17420.0,17350.0,0.021739130434782705,0.0835734870317002
2025-08-14,2025-08-14,18070,luatvietnam,18800.0,-0.03882978723404251,0,18070,18830.0,17700.0,16800.0,-0.04036112586298457,0.07559523809523805
2025-08-21,2025-08-21,17900,luatvietnam,18070.0,-0.009407858328721597,0,17900,18790.0,19150.0,17220.0,-0.04736562001064393,0.03948896631823451
2025-08-28,2025-08-28,18350,luatvietnam,17900.0,0.025139664804469275,0,18350,19120.0,19340.0,17400.0,-0.04027196652719667,0.05459770114942519
2025-09-04,2025-09-04,18470,luatvietnam,18350.0,0.006539509536784838,0,18470,19060.0,18400.0,17130.0,-0.030954879328436546,0.07822533566841794
2025-09-11,2025-09-11,18640,luatvietnam,18470.0,0.00920411478072558,0,18640,18800.0,18830.0,17420.0,-0.008510638297872353,0.07003444316877161
2025-09-18,2025-09-18,18700,luatvietnam,18640.0,0.0032188841201716833,0,18700,18070.0,18790.0,17700.0,0.034864416159380296,0.05649717514124286
2025-09-25,2025-09-25,18650,luatvietnam,18700.0,-0.002673796791443861,0,18650,17900.0,19120.0,19150.0,0.04189944134078205,-0.026109660574412552
2025-10-02,2025-10-02,19030,luatvietnam,18650.0,0.02037533512064349,0,19030,18350.0,19060.0,19340.0,0.03705722070844697,-0.016028955532574996
2025-10-09,2025-10-09,18600,luatvietnam,19030.0,-0.022595901208617986,0,18600,18470.0,18800.0,18400.0,0.0070384407146724115,0.010869565217391353
2025-10-16,2025-10-16,18420,luatvietnam,18600.0,-0.009677419354838679,0,18420,18640.0,18070.0,18830.0,-0.011802575107296098,-0.021773765268189083
2025-10-23,2025-10-23,17880,luatvietnam,18420.0,-0.02931596091205213,0,17880,18700.0,17900.0,18790.0,-0.04385026737967912,-0.04843001596593932
2025-10-30,2025-10-30,19200,luatvietnam,17880.0,0.0738255033557047,0,19200,18650.0,18350.0,19120.0,0.029490616621983934,0.004184100418409997
2025-11-06,2025-11-06,19320,luatvietnam,19200.0,0.006250000000000089,0,19320,19030.0,18470.0,19060.0,0.015239096163951693,0.01364113326337879
2025-11-13,2025-11-13,19860,luatvietnam,19320.0,0.02795031055900621,0,19860,18600.0,18640.0,18800.0,0.06774193548387086,0.05638297872340425
2025-11-20,2025-11-20,19820,luatvietnam,19860.0,-0.002014098690835797,0,19820,18420.0,18700.0,18070.0,0.07600434310532034,0.09684560044272272
2025-11-27,2025-11-27,18800,luatvietnam,19820.0,-0.05146316851664989,0,18800,17880.0,18650.0,17900.0,0.05145413870246096,0.05027932960893855
2025-12-04,2025-12-04,18380,luatvietnam,18800.0,-0.022340425531914843,0,18380,19200.0,19030.0,18470.0,-0.04270833333333335,-0.004872766648619353
2025-12-11,2025-12-11,18150,luatvietnam,18380.0,-0.012513601741022895,0,18150,19320.0,18600.0,18640.0,-0.060559006211180155,-0.026287553648068673
2025-12-18,2025-12-18,17470,luatvietnam,18150.0,-0.03746556473829199,0,17470,19860.0,18420.0,18700.0,-0.12034239677744207,-0.06577540106951874
2025-12-25,2025-12-25,17250,luatvietnam,17470.0,-0.012593016599885543,0,17250,19820.0,17880.0,18650.0,-0.1296670030272452,-0.07506702412868638
2025-12-31,2025-12-31,17250,luatvietnam,17250.0,0.0,0,17250,18800.0,19200.0,18650.0,-0.08244680851063835,-0.07506702412868638
